,accx,accy,accz
5637,2.6832085,3.0237172,4.3312707;
5638,6.782933,13.565866,3.3778462;
5639,3.445948,18.04696,0.53119355;
5640,-2.1111538,7.5865335,5.366417;
5641,1.1168685,9.534244,-3.0237172;
5642,7.43671,19.531578,2.7649305;
5643,-4.2904096,12.571581,6.701211;
5644,4.5219555,4.671779,5.175732;
5645,5.434519,8.117727,3.1054392;
5646,-2.3018389,-8.308413,-8.853226;
5647,4.0180025,8.430995,0.5720546;
5648,8.771504,17.774553,-2.3699405;
5649,3.9499009,17.815414,7.8180795;
5650,-0.19068487,3.405087,4.7126403;
5651,0.95342433,14.2877445,-4.0180025;
5652,9.084772,15.745122,5.6252036;
5653,-0.08172209,-0.5720546,0.88532263;
5654,-0.6946377,12.408136,10.841797;
5655,12.14935,8.008764,-4.9850473;
5656,2.9556155,15.431854,7.8589406;
5657,-2.982856,6.2108784,4.5628166;
5658,6.782933,2.9147544,1.7978859;
5659,-0.9942854,18.155924,-3.1463003;
5660,8.117727,5.6252036,3.1054392;
5661,-7.246025,-0.10896278,-2.3699405;
5662,7.5456724,14.669114,8.19945;
5663,1.920469,9.888372,-5.366417;
5664,9.507003,15.132206,8.117727;
5665,10.528529,2.070293,1.4165162;
5666,2.1792557,15.363752,-5.366417;
5667,-7.43671,19.57244,6.4424243;
5668,13.947236,18.305748,5.6252036;
5669,-8.539958,8.812365,4.862464;
5670,9.888372,1.607201,0.46309182;
5671,0.7627395,6.3198414,-6.4015636;
5672,13.525005,18.38747,5.7886477;
5673,4.3312707,1.7570249,3.2961242;
5674,3.486809,19.57244,5.829509;
5675,-2.7513103,-5.284695,-4.8216033;
5676,7.164303,15.636159,11.876944;
5677,-0.6537767,5.8567495,-7.082581;
5678,-4.630918,11.114203,6.1700177;
5679,2.6423476,5.012288,3.8681788;
5680,1.4165162,3.568531,0.53119355;
5681,1.4982382,19.57244,7.668256;
5682,7.3549876,13.021052,2.9147544;
5683,4.7126403,17.270601,-0.53119355;
5684,6.510526,14.328606,8.471856;
5685,10.337844,2.4516625,1.2258313;
5686,1.4165162,15.554437,-0.7218784;
5687,10.651112,18.619015,6.0201936;
5688,8.812365,1.607201,2.7649305;
5689,5.325556,19.463476,4.440233;
5690,1.4982382,3.3778462,4.140586;
5691,-3.9771416,3.405087,3.336985;
5692,10.038197,16.467001,8.281172;
5693,-6.1700177,9.275456,3.5957718;
5694,0.95342433,2.6014864,4.2904096;
5695,-4.862464,-9.084772,-10.501288;
5696,2.982856,15.4046135,2.6014864;
5697,0.5720546,-2.4108016,-7.1234417;
5698,-0.61291564,11.264028,6.701211;
5699,10.228881,2.152015,1.7297841;
5700,1.8387469,2.9147544,3.0645783;
5701,9.615966,16.126492,4.372132;
5702,-4.7126403,14.1787815,-0.29964766;
5703,8.349273,19.231932,4.7535014;
5704,-5.09401,7.164303,2.8738933;
5705,8.158588,2.1111538,1.9885708;
5706,-0.38136974,1.7978859,1.7570249;
5707,1.4573772,14.628253,-2.5333846;
5708,4.0588636,18.087822,7.5865335;
5709,10.56939,1.9477097,2.3018389;
5710,1.9477097,2.1111538,3.1463003;
5711,-4.5219555,-11.495573,-12.639683;
5712,1.4165162,16.249075,-0.61291564;
5713,1.0760075,4.7943625,4.372132;
5714,5.2165933,1.920469,1.920469;
5715,2.2609777,9.00305,-4.671779;
5716,-6.238119,10.56939,4.7126403;
5717,3.8273177,0.50395286,2.152015;
5718,1.607201,4.2904096,1.6889231;
5719,6.1291566,8.812365,3.8273177;
5720,-4.0588636,-1.9477097,-3.759216;
5721,0.84446156,14.015338,7.9679036;
5722,-0.9125633,6.0201936,5.366417;
5723,8.240311,16.43976,5.7886477;
5724,9.302697,19.504337,3.718355;
5725,3.6774938,4.2495484,4.7535014;
5726,2.8738933,2.0294318,3.568531;
5727,6.5922484,5.706926,4.2904096;
5728,-6.782933,-4.5628166,-6.701211;
5729,-12.680544,8.390134,-6.0882955;
5730,3.8681788,11.645397,-1.7297841;
5731,13.102775,18.619015,6.1291566;
5732,-9.615966,9.888372,3.445948;
5733,1.2666923,8.580819,-1.2666923;
5734,10.378705,16.017529,4.4810944;
5735,-0.53119355,-0.3405087,1.1168685;
5736,7.014479,18.578154,1.9885708;
5737,1.879608,13.33432,8.008764;
5738,9.915613,0.50395286,1.1168685;
5739,5.434519,4.2086873,-5.407278;
5740,7.8180795,19.504337,2.0294318;
5741,0.7218784,19.57244,6.0882955;
5742,-4.2495484,-6.5513873,-5.597963;
5743,-5.47538,9.275456,3.0237172;
5744,9.915613,2.1111538,2.6423476;
5745,4.862464,13.443283,12.258313;
5746,-7.04172,11.604536,5.134871;
5747,3.718355,3.9090397,4.9850473;
5748,2.9556155,5.938472,-0.19068487;
5749,6.3198414,12.258313,3.5957718;
5750,-6.3607025,-4.1814466,-7.082581;
5751,-9.997335,12.14935,-2.2201166;
5752,11.032481,16.467001,5.6660647;
5753,4.2495484,4.2904096,5.407278;
5754,4.944186,2.2609777,2.4516625;
5755,-6.510526,19.57244,-2.982856;
5756,7.6273947,8.62168,2.982856;
5757,-6.66035,-2.5333846,-5.09401;
5758,5.9793324,14.206022,5.8567495;
5759,3.9090397,12.871228,-2.9556155;
5760,11.454713,18.38747,5.9793324;
5761,8.539958,3.718355,4.2086873;
5762,1.4165162,9.084772,-0.14982383;
5763,-7.273266,19.57244,6.2789803;
5764,-2.7513103,-2.4925237,-1.3075534;
5765,-6.8237944,-5.7477865,-9.765789;
5766,5.6252036,16.08563,11.604536;
5767,-11.073342,9.915613,-4.5219555;
5768,-1.607201,11.34575,2.2201166;
5769,6.510526,4.5628166,4.399372;
5770,-0.8036005,19.272793,-3.3642259;
5771,-3.214402,19.57244,4.671779;
5772,-2.9147544,-6.2789803,-3.8273177;
5773,3.8681788,16.017529,9.915613;
5774,10.841797,8.390134,-5.9793324;
5775,6.8237944,19.381754,0.23154591;
5776,3.1463003,3.5957718,7.6954966;
5777,-0.08172209,5.706926,0.50395286;
5778,5.7477865,19.504337,5.325556;
5779,-5.5162406,-9.00305,-10.61025;
5780,7.9270425,12.680544,3.3778462;
5781,2.4925237,15.595298,-2.070293;
5782,-0.6537767,13.525005,7.3958488;
5783,11.182305,2.1792557,2.070293;
5784,4.6036777,7.6273947,-5.8158884;
5785,9.152874,16.358038,10.119919;
5786,-5.5162406,-1.9477097,-5.09401;
5787,7.43671,10.269742,1.7978859;
5788,-8.662541,10.119919,0.23154591;
5789,4.903325,1.607201,2.3426998;
5790,-3.5276701,18.959524,-2.1111538;
5791,7.43671,11.454713,2.9556155;
5792,3.718355,11.304889,-3.759216;
5793,11.876944,19.231932,4.7126403;
5794,4.7126403,0.53119355,3.486809;
5795,2.4925237,9.343558,-1.4573772;
5796,1.3756552,16.017529,-2.7240696;
5797,11.141444,17.583868,6.3198414;
5798,-11.304889,19.57244,3.9499009;
5799,12.026767,19.082108,5.09401;
5800,0.10896278,14.818938,-3.9771416;
5801,14.818938,17.62473,5.938472;
5802,8.049625,3.9499009,5.243834;
5803,4.6036777,1.4982382,2.3699405;
5804,-3.6774938,11.372991,-1.4165162;
5805,5.325556,3.9499009,-4.903325;
5806,6.4015636,19.109348,0.6537767;
5807,5.5571017,14.056199,7.246025;
5808,-8.921328,19.57244,0.61291564;
5809,5.938472,19.504337,4.630918;
5810,0.46309182,4.5219555,3.486809;
5811,13.0619135,19.422615,2.8330324;
5812,1.9477097,4.903325,3.9499009;
5813,6.8237944,1.1441092,3.0237172;
5814,-3.214402,1.7978859,2.152015;
5815,3.2961242,14.669114,-0.3405087;
5816,9.697687,17.474907,5.7886477;
5817,-7.3549876,10.651112,4.1814466;
5818,5.829509,2.7649305,2.3426998;
5819,7.6954966,18.891422,4.2495484;
5820,1.0760075,-9.575105,-10.310603;
5821,2.982856,7.9679036,-0.040861044;
5822,2.070293,17.924377,-1.1441092;
5823,10.528529,17.474907,6.782933;
5824,-8.812365,11.876944,5.366417;
5825,1.5390993,13.184497,-1.7570249;
5826,-8.853226,19.57244,2.7921712;
5827,0.27240697,5.706926,3.5957718;
5828,1.1849703,7.205164,-3.718355;
5829,-1.525479,13.443283,5.6660647;
5830,1.9885708,5.175732,4.3312707;
5831,-0.6537767,8.853226,-2.6832085;
5832,-5.597963,11.34575,4.630918;
5833,8.008764,3.0645783,3.9090397;
5834,3.486809,1.8387469,4.099725;
5835,2.1792557,6.851035,4.2904096;
5836,15.173067,17.856276,2.7649305;
5837,-1.525479,10.95076,6.0201936;
5838,-1.56634,9.724928,4.862464;
5839,-2.2201166,-5.407278,-4.2904096;
5840,-7.4639506,-0.23154591,-2.3426998;
5841,-6.0474343,12.598822,-2.9556155;
5842,4.671779,13.184497,-1.879608;
5843,-6.701211,11.917805,4.9850473;
5844,2.6832085,19.57244,4.0180025;
5845,-1.9885708,15.241169,-2.2609777;
5846,1.2666923,1.0351465,-6.0474343;
5847,-6.238119,11.563675,3.718355;
5848,9.384419,1.9477097,1.3756552;
5849,9.193735,19.531578,2.8738933;
5850,3.1463003,6.66035,5.407278;
5851,4.0180025,3.486809,4.7126403;
5852,0.14982383,5.5571017,-0.0;
5853,-3.214402,-4.9850473,-4.140586;
5854,5.2165933,15.322891,7.205164;
5855,2.4516625,7.273266,-4.3312707;
5856,7.9679036,15.935807,4.903325;
5857,-6.66035,12.340035,3.718355;
5858,4.7943625,2.3426998,3.568531;
5859,-11.073342,19.57244,0.27240697;
5860,-5.325556,8.962189,-3.718355;
5861,12.789507,16.208214,5.09401;
5862,-6.1291566,14.560152,5.134871;
5863,6.4015636,3.718355,4.862464;
5864,0.61291564,19.381754,6.1291566;
5865,-3.568531,-2.7513103,-1.4165162;
5866,-1.1849703,14.015338,11.958665;
5867,7.8861814,7.3958488,-4.099725;
5868,-0.8036005,12.14935,7.668256;
5869,-0.84446156,6.5922484,4.630918;
5870,3.7864566,2.9556155,2.9147544;
5871,1.6480621,17.011814,-4.3312707;
5872,-2.8330324,19.57244,6.701211;
5873,-3.5276701,-3.568531,-1.1168685;
5874,1.0760075,15.431854,12.912089;
5875,8.771504,8.240311,-2.4108016;
5876,3.6774938,17.965239,1.7978859;
5877,-2.070293,9.724928,3.5957718;
5878,9.534244,2.2201166,1.2666923;
5879,2.1792557,13.0619135,-3.5276701;
5880,-1.920469,10.337844,-2.5333846;
5881,7.668256,15.363752,7.246025;
5882,-3.9499009,11.223166,4.7943625;
5883,10.991621,1.7570249,2.4108016;
5884,9.384419,17.24336,6.510526;
5885,3.636633,10.651112,2.4925237;
5886,3.3778462,9.00305,-4.0588636;
5887,-0.7627395,12.108489,-0.8036005;
5888,1.4982382,3.1054392,0.46309182;
5889,-6.5513873,19.57244,5.47538;
5890,12.176591,19.000385,4.372132;
5891,5.053149,9.888372,1.6889231;
5892,-1.2258313,13.715691,-2.4925237;
5893,15.322891,17.352324,4.862464;
5894,9.80665,18.196785,4.140586;
5895,-0.50395286,2.7240696,4.3312707;
5896,-3.9090397,15.6634,-3.568531;
5897,11.686258,18.196785,5.09401;
5898,1.3075534,13.184497,-1.56634;
5899,14.601013,17.352324,5.407278;
5900,7.8180795,3.759216,4.671779;
5901,3.718355,2.3018389,3.9090397;
5902,4.2495484,19.531578,4.7126403;
5903,-1.3756552,-7.164303,-5.012288;
5904,-6.973618,0.8036005,-2.5333846;
5905,3.7864566,9.80665,-0.95342433;
5906,2.1792557,12.721405,-1.6480621;
5907,12.9529505,17.856276,6.2789803;
5908,5.5571017,-0.08172209,3.1463003;
5909,-7.3958488,19.57244,-1.4573772;
5910,5.134871,19.272793,5.325556;
5911,-0.5720546,-3.336985,-0.0;
5912,5.938472,19.231932,3.1463003;
5913,-7.1234417,10.18802,5.829509;
5914,-10.651112,5.284695,-7.504812;
5915,3.173541,18.891422,1.4982382;
5916,-0.6537767,14.246883,6.3198414;
5917,12.980191,15.5135765,3.8681788;
5918,-3.255263,-6.6331096,-2.6014864;
5919,10.310603,17.24336,6.4015636;
5920,10.991621,3.8681788,2.8738933;
5921,1.879608,2.5606253,5.2165933;
5922,8.853226,12.026767,-2.6014864;
5923,7.3141265,19.041246,4.399372;
5924,7.5456724,4.1814466,3.9090397;
5925,0.53119355,8.499097,0.27240697;
5926,11.563675,14.206022,3.636633;
5927,-7.9679036,-7.3549876,-12.367276;
5928,-8.240311,12.258313,-3.0645783;
5929,12.408136,19.463476,2.982856;
5930,-6.2108784,11.114203,4.671779;
5931,10.228881,1.4573772,1.5390993;
5932,-0.61291564,18.0061,-5.6252036;
5933,-1.3075534,19.57244,5.012288;
5934,-3.3642259,-4.7535014,-2.7921712;
5935,-4.0588636,14.1787815,-0.19068487;
5936,3.255263,6.782933,-2.8738933;
5937,-3.718355,14.09706,-4.2904096;
5938,6.2108784,3.5957718,-2.1383946;
5939,7.3141265,19.109348,-0.61291564;
5940,2.0294318,14.859799,-3.173541;
5941,-11.645397,19.57244,5.284695;
5942,-5.134871,-7.8861814,-6.428804;
5943,8.894087,11.495573,-5.8976107;
5944,-7.43671,12.639683,6.469665;
5945,8.240311,1.6480621,0.61291564;
5946,3.1054392,2.4516625,2.5606253;
5947,-6.238119,-3.5276701,-5.325556;
5948,5.012288,8.158588,-4.372132;
5949,11.182305,18.537292,4.2904096;
5950,6.851035,1.2666923,1.6480621;
5951,12.4489975,11.836082,3.990762;
5952,-5.8976107,11.645397,-3.405087;
5953,-4.903325,13.143636,3.990762;
5954,3.990762,6.469665,6.238119;
5955,-7.9270425,13.633968,-9.302697;
5956,13.593107,17.856276,3.0645783;
5957,4.140586,4.5628166,6.782933;
5958,8.962189,-0.10896278,2.7649305;
5959,6.5513873,8.62168,4.3312707;
5960,12.217452,18.8097,4.372132;
5961,3.0237172,5.284695,5.829509;
5962,1.0760075,2.3018389,-0.3405087;
5963,-7.3958488,19.531578,-2.3426998;
5964,9.384419,10.61025,-3.3642259;
5965,7.504812,19.531578,1.9885708;
5966,12.367276,16.739407,5.597963;
5967,13.633968,19.231932,3.5276701;
5968,-10.147159,11.032481,4.2086873;
5969,2.3426998,6.5922484,4.8216033;
5970,-5.7886477,-7.43671,-11.032481;
5971,1.1849703,13.443283,13.0619135;
5972,2.4516625,10.56939,-1.2258313;
5973,-9.493382,12.598822,-6.742072;
5974,11.686258,18.619015,3.173541;
5975,-6.469665,12.489859,5.6660647;
5976,2.1792557,19.463476,3.990762;
5977,7.4639506,19.19107,0.3405087;
5978,11.727119,16.3989,4.2495484;
5979,-5.434519,-10.501288,-11.372991;
5980,7.8861814,17.120777,10.460427;
5981,-13.375181,0.95342433,-10.18802;
5982,9.466142,0.8036005,1.2666923;
5983,-6.0882955,12.026767,-4.2086873;
5984,3.486809,9.765789,-3.5957718;
5985,10.651112,19.463476,2.4925237;
5986,9.697687,14.519291,5.2165933;
5987,-2.8330324,11.141444,-1.9885708;
5988,8.771504,3.8273177,-4.2086873;
5989,8.853226,14.982383,5.284695;
5990,0.9942854,14.015338,-3.405087;
5991,-10.691973,19.57244,5.6660647;
5992,-4.2495484,-5.325556,-3.568531;
5993,10.991621,19.57244,2.1792557;
5994,-2.7513103,12.639683,4.7943625;
5995,-5.09401,-1.0351465,-1.2666923;
5996,-6.469665,12.830367,0.95342433;
5997,10.882658,17.2025,5.325556;
5998,-9.384419,12.067628,3.445948;
5999,3.5276701,3.8273177,5.012288;
6000,7.8861814,17.352324,3.2961242;
6001,3.7864566,2.2609777,2.7649305;
6002,-0.84446156,6.973618,10.147159;
6003,1.2258313,0.6537767,-6.1291566;
6004,-2.2201166,12.217452,5.175732;
6005,-5.47538,9.888372,1.6889231;
6006,1.8387469,1.3756552,3.486809;
6007,-5.5162406,19.57244,2.4925237;
6008,6.4424243,17.692831,4.7943625;
6009,-0.27240697,1.4165162,3.3778462;
6010,7.1234417,19.231932,0.313268;
6011,2.8738933,12.489859,5.243834;
6012,-6.66035,10.419566,3.8273177;
6013,-3.568531,-7.7363577,-6.0201936;
6014,4.5219555,19.463476,1.7297841;
6015,0.61291564,13.33432,6.510526;
6016,10.882658,2.9556155,1.7297841;
6017,-3.9090397,-3.214402,-0.27240697;
6018,3.718355,15.28203,8.662541;
6019,7.9679036,2.3699405,1.879608;
6020,2.1111538,12.871228,-3.445948;
6021,-9.888372,19.57244,5.6660647;
6022,-4.2495484,6.3607025,-7.9270425;
6023,15.595298,18.34661,4.0588636;
6024,2.9556155,6.1700177,5.243834;
6025,7.3549876,-0.9942854,2.6423476;
6026,8.158588,13.184497,6.0474343;
6027,-3.9771416,-5.8567495,-6.0474343;
6028,7.9270425,0.50395286,2.4516625;
6029,2.5333846,3.405087,1.1849703;
6030,-1.607201,19.57244,5.8567495;
6031,-0.29964766,12.408136,6.0882955;
6032,-3.255263,10.419566,3.5957718;
6033,-1.7570249,12.721405,11.795221;
6034,-4.3312707,13.375181,3.445948;
6035,9.343558,1.4165162,2.070293;
6036,-3.7864566,19.531578,-3.445948;
6037,-1.1168685,19.57244,5.243834;
6038,14.601013,17.62473,4.671779;
6039,5.47538,4.7943625,5.8976107;
6040,5.706926,1.920469,3.0645783;
6041,2.4925237,11.073342,-0.040861044;
6042,7.7772183,14.669114,6.6331096;
6043,7.504812,3.7864566,3.8681788;
6044,4.440233,1.6889231,3.759216;
6045,-1.7297841,-6.0201936,-3.255263;
6046,1.2258313,16.698545,12.408136;
6047,-6.2789803,10.61025,-3.255263;
6048,11.536434,18.0061,3.568531;
6049,-2.982856,8.921328,5.2165933;
6050,9.847511,1.2258313,1.3075534;
6051,-0.53119355,19.57244,4.8216033;
6052,-2.4925237,-7.205164,-5.8158884;
6053,5.09401,6.510526,-3.486809;
6054,11.645397,18.237646,3.1054392;
6055,3.486809,2.7649305,3.759216;
6056,5.053149,19.57244,3.486809;
6057,-0.0,-8.471856,-7.3141265;
6058,3.5276701,17.079916,9.343558;
6059,5.175732,10.61025,-3.9090397;
6060,10.760075,15.595298,5.366417;
6061,-3.8273177,11.958665,2.9556155;
6062,8.008764,3.445948,3.7864566;
6063,3.173541,12.762266,-2.4516625;
6064,0.7218784,6.932757,-4.0180025;
6065,3.1463003,11.114203,-1.9885708;
6066,3.445948,14.818938,-1.607201;
6067,3.990762,14.601013,-3.636633;
6068,10.419566,18.918663,3.1054392;
6069,-1.4573772,-10.651112,-10.56939;
6070,-6.851035,6.8237944,7.0553403;
6071,-2.070293,4.944186,-5.597963;
6072,5.09401,13.33432,-2.2609777;
6073,8.117727,4.2495484,4.9850473;
6074,7.3141265,-0.040861044,3.568531;
6075,-12.912089,19.57244,-2.1792557;
6076,6.3607025,11.413852,5.5571017;
6077,-0.9125633,10.337844,-2.3699405;
6078,10.147159,1.879608,2.6832085;
6079,4.6036777,1.920469,4.671779;
6080,10.760075,15.745122,4.6036777;
6081,-8.430995,10.991621,-8.267551;
6082,4.862464,3.990762,-2.7921712;
6083,4.399372,19.531578,0.88532263;
6084,9.112013,5.012288,3.718355;
6085,10.079058,18.918663,5.012288;
6086,-4.944186,-8.390134,-8.62168;
6087,4.9850473,16.358038,-1.4982382;
6088,-6.0201936,13.484144,3.5957718;
6089,5.7886477,4.9850473,6.2789803;
6090,6.1700177,0.8036005,4.0180025;
6091,3.2961242,15.6634,-1.8387469;
6092,-4.671779,13.143636,5.053149;
6093,7.082581,1.7297841,1.4573772;
6094,2.152015,3.8273177,1.1849703;
6095,-3.568531,-7.4639506,-4.903325;
6096,-5.012288,-4.7535014,-7.3958488;
6097,3.6774938,19.422615,2.6014864;
6098,0.27240697,7.205164,5.9793324;
6099,9.343558,2.0294318,1.0760075;
6100,-3.8273177,-6.6331096,-6.4015636;
6101,-1.1441092,-0.08172209,-7.273266;
6102,0.42223078,11.413852,5.325556;
6103,8.894087,2.6014864,1.4982382;
6104,5.706926,0.3405087,2.3018389;
6105,9.275456,15.826844,3.9499009;
6106,0.3405087,6.1700177,6.782933;
6107,0.5720546,5.829509,6.469665;
6108,1.1849703,5.243834,6.5513873;
6109,0.46309182,5.09401,7.273266;
6110,0.040861044,5.366417,7.0553403;
6111,0.08172209,5.366417,6.851035;
6112,0.08172209,5.09401,6.932757;
6113,-0.5720546,5.7477865,7.082581;
6114,-0.27240697,5.2165933,7.5865335;
6115,0.10896278,5.012288,7.246025;
6116,0.42223078,5.053149,6.782933;
6696,0.7627395,10.501288,1.8387469;
6697,0.9942854,8.662541,1.7297841;
6698,0.23154591,9.615966,1.7978859;
6699,1.1168685,9.302697,1.8387469;
6700,0.7218784,9.302697,2.0294318;
6701,0.53119355,10.378705,3.255263;
6702,1.4573772,8.962189,2.5606253;
6703,1.607201,8.689782,3.636633;
6704,1.0351465,8.308413,3.336985;
6705,0.38136974,8.390134,3.1463003;
6706,1.0351465,7.668256,4.2904096;
6707,1.2666923,8.580819,5.053149;
6708,2.070293,6.932757,5.2165933;
6709,-0.84446156,3.9499009,2.3018389;
6710,-0.7627395,11.182305,1.7297841;
6711,7.504812,14.328606,4.5219555;
6712,1.2258313,13.0619135,3.2961242;
6713,-0.88532263,2.9147544,0.42223078;
6714,0.040861044,19.381754,1.4982382;
6715,1.3756552,4.399372,2.1111538;
6716,-3.1463003,0.08172209,-2.1383946;
6717,1.3075534,8.894087,-1.1168685;
6718,4.5628166,15.173067,3.636633;
6719,-2.8738933,10.079058,4.3312707;
6720,0.7627395,0.92618364,1.4165162;
6721,-0.23154591,19.57244,5.47538;
6722,-1.7978859,1.0351465,-0.9942854;
6723,-0.88532263,9.534244,8.962189;
6724,11.372991,18.34661,3.0645783;
6725,-1.0351465,12.299174,4.903325;
6726,0.53119355,1.9477097,1.4573772;
6727,-4.630918,19.57244,-0.0;
6728,3.9090397,3.486809,3.0237172;
6729,-5.6660647,-0.7218784,-3.336985;
6730,-3.9499009,12.367276,-8.076866;
6731,6.510526,19.531578,7.3958488;
6732,5.47538,3.9499009,0.53119355;
6733,1.4982382,13.906375,-3.1054392;
6734,9.343558,9.507003,3.990762;
6735,-7.04172,-5.134871,-9.615966;
6736,-10.106298,10.419566,-11.495573;
6737,3.990762,18.659876,5.407278;
6738,5.8567495,5.7477865,1.7978859;
6739,1.4165162,10.56939,-2.8330324;
6740,12.340035,12.830367,4.0588636;
6741,-9.888372,-6.5922484,-11.686258;
6742,-6.5922484,15.28203,-10.378705;
6743,6.0474343,19.000385,3.759216;
6744,5.6660647,3.759216,2.9556155;
6745,2.982856,1.4573772,3.5957718;
6746,-4.140586,19.57244,1.879608;
6747,-0.10896278,2.4108016,0.27240697;
6748,-1.9477097,4.440233,3.0645783;
6749,1.1441092,14.328606,-7.6273947;
6750,6.8237944,18.891422,5.706926;
6751,3.445948,5.09401,2.7649305;
6752,0.7627395,19.531578,-4.5628166;
6753,2.9147544,0.040861044,0.84446156;
6754,1.9885708,12.408136,-6.8237944;
6755,4.9850473,19.082108,7.1234417;
6756,0.14982383,2.9556155,0.14982383;
6757,-2.1383946,19.57244,7.3549876;
6758,-5.9793324,-3.8273177,-5.134871;
6759,5.2165933,12.367276,11.604536;
6760,12.53072,15.6634,1.1849703;
6761,0.23154591,13.797412,5.47538;
6762,8.812365,2.1792557,2.6832085;
6763,1.2258313,9.043911,-0.19068487;
6764,-1.525479,19.57244,2.8330324;
6765,0.50395286,6.973618,7.43671;
6766,-3.718355,11.727119,-6.0201936;
6767,1.8387469,16.657684,-0.9942854;
6768,1.5390993,3.173541,5.134871;
6769,-1.4573772,4.0180025,1.5390993;
6770,0.7627395,19.381754,-4.140586;
6771,7.9679036,9.997335,3.5957718;
6772,-4.0180025,-4.2495484,-6.973618;
6773,-6.0474343,15.050485,-9.697687;
6774,3.336985,18.537292,4.2086873;
6775,8.662541,1.7570249,2.9147544;
6776,0.92618364,5.7886477,0.53119355;
6777,-0.53119355,19.531578,-1.1849703;
6778,-3.1463003,12.721405,-5.325556;
6779,10.841797,14.015338,-3.486809;
6780,1.879608,17.2025,1.0760075;
6781,-1.3756552,5.7886477,5.2165933;
6782,-0.14982383,-0.42223078,-1.879608;
6783,2.5333846,9.302697,11.372991;
6784,12.108489,18.891422,3.636633;
6785,2.9147544,15.554437,5.366417;
6786,8.076866,1.1441092,3.173541;
6787,1.879608,8.662541,0.46309182;
6788,-4.372132,19.57244,-2.2609777;
6789,10.991621,19.15021,3.1463003;
6790,1.607201,7.5456724,8.662541;
6791,9.956474,16.08563,4.2086873;
6792,-1.1849703,11.795221,5.053149;
6793,1.607201,11.563675,-2.2609777;
6794,-2.4516625,19.57244,-0.9125633;
6795,-7.04172,-11.223166,-13.1708765;
6796,-4.2086873,12.258313,-6.0882955;
6797,6.782933,18.537292,-0.5720546;
6798,-2.0294318,16.358038,4.7943625;
6799,8.689782,1.4573772,0.53119355;
6800,-3.255263,19.272793,-6.2108784;
6801,12.53072,11.304889,3.336985;
6802,14.09706,18.428331,2.3699405;
6803,3.214402,17.815414,4.671779;
6804,7.164303,0.8036005,0.19068487;
6805,12.258313,15.322891,4.671779;
6806,5.012288,10.95076,2.6832085;
6807,8.62168,17.120777,2.4108016;
6808,-3.405087,12.9529505,2.5333846;
6809,1.4573772,3.0645783,3.636633;
6810,-1.6480621,19.57244,-1.920469;
6811,5.6252036,1.9885708,3.1463003;
6812,-2.8330324,0.84446156,2.7921712;
6813,7.1234417,2.4516625,0.53119355;
6814,0.88532263,16.43976,-4.7943625;
6815,12.067628,11.413852,3.0237172;
6816,-7.9679036,-9.697687,-13.824653;
6817,-4.9850473,10.651112,-8.008764;
6818,1.2258313,13.6748295,-0.7627395;
6819,-0.9125633,5.175732,3.718355;
6820,-1.3756552,5.053149,0.92618364;
6821,-3.0237172,19.57244,-4.099725;
6822,4.9850473,5.6660647,2.982856;
6823,-5.706926,-8.853226,-5.938472;
6824,4.372132,11.536434,1.4165162;
6825,5.434519,16.930092,-0.8036005;
6826,-4.0180025,7.082581,2.9556155;
6827,6.510526,2.3426998,3.0237172;
6828,6.932757,17.311462,-3.0645783;
6829,-2.7240696,19.531578,5.284695;
6830,0.27240697,2.070293,2.3699405;
6831,3.405087,6.5922484,-5.202973;
6832,-9.193735,8.730643,3.718355;
6833,6.973618,3.486809,1.8387469;
6834,5.706926,11.645397,-0.9942854;
6835,9.80665,18.768839,3.214402;
6836,-7.3958488,-11.75436,-14.206022;
6837,2.3426998,19.15021,-4.862464;
6838,17.079916,18.305748,3.445948;
6839,0.23154591,4.2086873,3.636633;
6840,2.8738933,5.6252036,-0.9942854;
6841,8.580819,19.231932,3.5957718;
6842,-6.2789803,-8.499097,-7.082581;
6843,4.399372,16.167353,2.4925237;
6844,8.240311,15.745122,-1.9477097;
6845,-4.5219555,9.765789,3.568531;
6846,-0.040861044,2.8330324,3.759216;
6847,-2.4108016,19.531578,5.8976107;
6848,-5.202973,-4.630918,-3.1054392;
6849,7.0553403,16.657684,11.413852;
6850,2.9556155,11.34575,-4.903325;
6851,-5.8976107,11.073342,2.8330324;
6852,7.6954966,3.1463003,2.9556155;
6853,-2.5333846,19.15021,-3.255263;
6854,13.484144,14.328606,1.9477097;
6855,6.5922484,17.2025,12.176591;
6856,7.5456724,11.141444,-3.9771416;
6857,12.489859,16.126492,5.175732;
6858,4.0588636,0.84446156,1.6889231;
6859,-5.706926,-9.384419,-12.108489;
6860,-7.273266,12.217452,-6.0201936;
6861,11.34575,19.531578,1.2666923;
6862,-7.6273947,11.264028,3.445948;
6863,1.607201,1.920469,2.8738933;
6864,-6.6331096,19.57244,-2.2201166;
6865,4.2495484,9.043911,4.0180025;
6866,-5.938472,1.4982382,-0.53119355;
6867,-0.27240697,7.014479,-7.04172;
6868,11.032481,14.246883,7.0553403;
6869,9.112013,1.56634,0.7218784;
6870,3.718355,12.762266,-3.0237172;
6871,-7.3141265,19.57244,4.5628166;
6872,12.871228,15.704261,3.8681788;
6873,-5.6252036,14.669114,-6.701211;
6874,16.467001,18.155924,1.9885708;
6875,-0.08172209,4.140586,3.173541;
